Power,,,,,,
2.72,,,,,,
2.94,,,,,,
2.62,,,,,,
2.66,,,,,,
2.91,,,,,,
3.49,,,,,,
3.01,,,,,,
2.69,,,,,,
2.69,,,,,,
2.75,,,,,,
2.59,,,,,,
2.59,,,,,,
2.75,,,,,,
3.26,,,,,,
2.62,,,,,,
2.69,,,,,,
2.62,,,,,,
2.59,,,,,,
2.82,,,,,,
2.75,,,,,,
2.56,,,,,,
3.23,,,,,,
2.69,,,,,,
2.69,,,,,,
2.56,,,,,,
2.46,,,,,,
2.78,,,,,,
2.72,,,,,,
2.53,,,,,,
3.39,,,,,,
2.59,,,,,,
2.5,,,,,,
2.72,,,,,,
2.62,,,,,,
2.53,,,,,,
2.72,,,,,,
2.62,,,,,,
2.53,,,,,,
2.59,,,,,,
3.3,,,,,,
2.53,,,,,,
3.65,,,,,,
3.55,,,,,,
3.58,,,,,,
3.36,,,,,,
3.68,,,,,,
3.52,,,,,,
2.43,,,,,,
3.36,,,,,,
2.59,,,,,,
2.59,,,,,,
2.72,,,,,,
2.69,,,,,,
2.46,,,,,,
2.34,,,,,,
2.62,,,,,,
7.68,,,,,,
11.52,,,,,,
9.86,,,,,,
11.78,,,,,,
11.07,,,,,,
10.62,,,,,,
12.45,,,,,,
7.3,,,,,,
5.95,,,,,,
9.28,,,,,,
8.48,,,,,,
7.2,,,,,,
7.52,,,,,,
7.23,,,,,,
3.36,,,,,,
3.14,,,,,,
9.7,,,,,,
14.21,,,,,,
20.45,,,,,,
23.17,,,,,,
16.67,,,,,,
13.79,,,,,,
14.43,,,,,,
14.46,,,,,,
13.79,,,,,,
11.04,,,,,,
11.71,,,,,,
10.91,,,,,,
11.55,,,,,,
11.04,,,,,,
10.4,,,,,,
9.6,,,,,,
9.54,,,,,,
6.18,,,,,,
1.95,,,,,,
2.98,,,,,,
2.05,,,,,,
1.92,,,,,,
2.02,,,,,,
2.27,,,,,,
1.98,,,,,,
2.14,,,,,,
2.72,,,,,,
1.92,,,,,,
2.08,,,,,,
2.05,,,,,,
2.08,,,,,,
2.05,,,,,,
2.11,,,,,,
2.59,,,,,,
2.18,,,,,,
2.05,,,,,,
1.95,,,,,,
2.11,,,,,,
2.02,,,,,,
2.21,,,,,,
2.05,,,,,,
1.98,,,,,,
2.78,,,,,,
2.14,,,,,,
1.92,,,,,,
2.11,,,,,,
2.24,,,,,,
2.08,,,,,,
2.14,,,,,,
2.11,,,,,,
2.11,,,,,,
2.69,,,,,,
2.02,,,,,,
2.02,,,,,,
2.08,,,,,,
1.95,,,,,,
2.02,,,,,,
2.08,,,,,,
2.14,,,,,,
1.98,,,,,,
2.08,,,,,,
2.69,,,,,,
2.02,,,,,,
2.05,,,,,,
2.05,,,,,,
1.86,,,,,,
2.02,,,,,,
2.24,,,,,,
1.98,,,,,,
2.08,,,,,,
2.05,,,,,,
2.72,,,,,,
2.02,,,,,,
2.02,,,,,,
1.98,,,,,,
1.98,,,,,,
2.02,,,,,,
1.89,,,,,,
2.02,,,,,,
1.38,,,,,,
6.94,,,,,,
7.68,,,,,,
8.42,,,,,,
9.22,,,,,,
9.15,,,,,,
9.15,,,,,,
10.98,,,,,,
4.54,,,,,,
5.38,,,,,,
2.27,,,,,,
3.49,,,,,,
9.06,,,,,,
7.49,,,,,,
8.35,,,,,,
8.03,,,,,,
7.62,,,,,,
7.65,,,,,,
5.06,,,,,,
6.37,,,,,,
8.54,,,,,,
8.93,,,,,,
9.22,,,,,,
9.44,,,,,,
9.34,,,,,,
9.15,,,,,,
10.69,,,,,,
9.12,,,,,,
9.12,,,,,,
10.27,,,,,,
9.31,,,,,,
9.82,,,,,,
9.73,,,,,,
10.69,,,,,,
9.02,,,,,,
8.67,,,,,,
8.67,,,,,,
9.38,,,,,,
8.32,,,,,,
8.42,,,,,,
8.64,,,,,,
4.16,,,,,,
1.92,,,,,,
2.69,,,,,,
2.08,,,,,,
2.05,,,,,,
2.05,,,,,,
2.08,,,,,,
2.02,,,,,,
2.14,,,,,,
2.85,,,,,,
2.11,,,,,,
2.08,,,,,,
1.86,,,,,,
2.14,,,,,,
2.18,,,,,,
2.05,,,,,,
1.98,,,,,,
2.08,,,,,,
2.72,,,,,,
2.18,,,,,,
2.02,,,,,,
1.92,,,,,,
2.14,,,,,,
2.14,,,,,,
1.89,,,,,,
1.98,,,,,,
2.78,,,,,,
1.98,,,,,,
2.11,,,,,,
1.98,,,,,,
2.08,,,,,,
2.05,,,,,,
2.02,,,,,,
1.98,,,,,,
2.05,,,,,,
2.02,,,,,,
2.5,,,,,,
2.05,,,,,,
2.24,,,,,,
2.02,,,,,,
2.02,,,,,,
1.95,,,,,,
1.98,,,,,,
2.21,,,,,,
1.92,,,,,,
1.92,,,,,,
2.75,,,,,,
2.02,,,,,,
1.98,,,,,,
2.02,,,,,,
2.14,,,,,,
1.95,,,,,,
4.45,,,,,,
8.99,,,,,,
8.32,,,,,,
8,,,,,,
8.45,,,,,,
8.86,,,,,,
11.55,,,,,,
9.73,,,,,,
11.04,,,,,,
6.88,,,,,,
5.73,,,,,,
5.02,,,,,,
3.74,,,,,,
6.14,,,,,,
7.68,,,,,,
9.06,,,,,,
8.8,,,,,,
8.74,,,,,,
12.54,,,,,,
14.62,,,,,,
11.58,,,,,,
13.25,,,,,,
14.43,,,,,,
12.64,,,,,,
13.98,,,,,,
13.09,,,,,,
12.42,,,,,,
12.32,,,,,,
12.7,,,,,,
12.26,,,,,,
10.53,,,,,,
8.93,,,,,,
5.95,,,,,,
4.19,,,,,,
3.46,,,,,,
3.94,,,,,,
2.18,,,,,,
2.24,,,,,,
3.42,,,,,,
3.42,,,,,,
2.08,,,,,,
1.95,,,,,,
2.02,,,,,,
2.88,,,,,,
1.98,,,,,,
2.08,,,,,,
2.14,,,,,,
1.98,,,,,,
2.72,,,,,,
1.95,,,,,,
1.89,,,,,,
2.21,,,,,,
2.08,,,,,,
2.08,,,,,,
2.11,,,,,,
2.56,,,,,,
1.98,,,,,,
2.05,,,,,,
2.11,,,,,,
2.05,,,,,,
2.08,,,,,,
2.11,,,,,,
2.02,,,,,,
2.56,,,,,,
2.14,,,,,,
2.21,,,,,,
2.11,,,,,,
2.05,,,,,,
2.18,,,,,,
2.02,,,,,,
1.95,,,,,,
2.69,,,,,,
1.95,,,,,,
2.27,,,,,,
1.92,,,,,,
2.14,,,,,,
2.05,,,,,,
2.37,,,,,,
2.98,,,,,,
2.91,,,,,,
3.71,,,,,,
2.94,,,,,,
3.14,,,,,,
2.66,,,,,,
1.89,,,,,,
2.02,,,,,,
2.11,,,,,,
2.08,,,,,,
2.05,,,,,,
2.14,,,,,,
2.62,,,,,,
2.08,,,,,,
1.92,,,,,,
2.02,,,,,,
2.08,,,,,,
2.05,,,,,,
2.11,,,,,,
1.98,,,,,,
2.08,,,,,,
2.11,,,,,,
6.27,,,,,,
7.84,,,,,,
8.16,,,,,,
11.58,,,,,,
18.72,,,,,,
17.79,,,,,,
16.67,,,,,,
16,,,,,,
15.39,,,,,,
15.58,,,,,,
5.54,,,,,,
5.15,,,,,,
5.18,,,,,,
5.25,,,,,,
6.05,,,,,,
6.75,,,,,,
7.78,,,,,,
7.68,,,,,,
5.76,,,,,,
5.5,,,,,,
4.74,,,,,,
6.14,,,,,,
4.96,,,,,,
9.31,,,,,,
18.82,,,,,,
19.58,,,,,,
18.62,,,,,,
19.23,,,,,,
20.32,,,,,,
18.14,,,,,,
19.62,,,,,,
20.74,,,,,,
21.7,,,,,,
19.81,,,,,,
20.35,,,,,,
20.96,,,,,,
20.1,,,,,,
15.42,,,,,,
8.32,,,,,,
8.35,,,,,,
8.38,,,,,,
6.69,,,,,,
6.18,,,,,,
5.92,,,,,,
5.6,,,,,,
4.93,,,,,,
5.7,,,,,,
4.8,,,,,,
4.93,,,,,,
5.41,,,,,,
5.15,,,,,,
5.82,,,,,,
5.86,,,,,,
5.79,,,,,,
6.66,,,,,,
5.7,,,,,,
5.7,,,,,,
5.02,,,,,,
5.12,,,,,,
5.09,,,,,,
5.28,,,,,,
4.74,,,,,,
4.7,,,,,,
4.74,,,,,,
4.93,,,,,,
4.61,,,,,,
5.31,,,,,,
4.9,,,,,,
4.96,,,,,,
4.74,,,,,,
4.99,,,,,,
5.09,,,,,,
5.82,,,,,,
6.37,,,,,,
5.76,,,,,,
5.5,,,,,,
5.86,,,,,,
4.99,,,,,,
4.77,,,,,,
4.86,,,,,,
5.06,,,,,,
5.76,,,,,,
5.06,,,,,,
4.74,,,,,,
4.7,,,,,,
4.67,,,,,,
4.64,,,,,,
4.74,,,,,,
5.5,,,,,,
6.5,,,,,,
6.14,,,,,,
6.05,,,,,,
5.44,,,,,,
5.18,,,,,,
4.67,,,,,,
4.06,,,,,,
5.12,,,,,,
15.42,,,,,,
15.2,,,,,,
15.1,,,,,,
14.75,,,,,,
13.5,,,,,,
14.24,,,,,,
14.78,,,,,,
19.81,,,,,,
36.64,,,,,,
37.57,,,,,,
34.4,,,,,,
39.65,,,,,,
37.38,,,,,,
37.6,,,,,,
38.11,,,,,,
36.26,,,,,,
37.15,,,,,,
39.55,,,,,,
35.01,,,,,,
34.78,,,,,,
33.79,,,,,,
30.24,,,,,,
31.71,,,,,,
33.09,,,,,,
32.35,,,,,,
32.83,,,,,,
33.38,,,,,,
35.14,,,,,,
34.62,,,,,,
33.73,,,,,,
24.48,,,,,,
24.74,,,,,,
11.42,,,,,,
16.29,,,,,,
16.8,,,,,,
17.28,,,,,,
6.02,,,,,,
3.81,,,,,,
3.33,,,,,,
3.23,,,,,,
3.46,,,,,,
2.4,,,,,,
3.84,,,,,,
3.17,,,,,,
4.16,,,,,,
3.3,,,,,,
2.75,,,,,,
3.2,,,,,,
2.24,,,,,,
2.53,,,,,,
2.62,,,,,,
2.24,,,,,,
3.01,,,,,,
2.43,,,,,,
2.11,,,,,,
2.66,,,,,,
2.4,,,,,,
2.37,,,,,,
2.24,,,,,,
2.91,,,,,,
2.3,,,,,,
2.24,,,,,,
2.88,,,,,,
2.3,,,,,,
2.21,,,,,,
2.94,,,,,,
2.3,,,,,,
2.24,,,,,,
2.82,,,,,,
2.34,,,,,,
2.4,,,,,,
2.88,,,,,,
3.87,,,,,,
3.07,,,,,,
3.04,,,,,,
3.84,,,,,,
2.3,,,,,,
2.14,,,,,,
2.3,,,,,,
2.88,,,,,,
2.18,,,,,,
2.34,,,,,,
2.98,,,,,,
2.14,,,,,,
2.14,,,,,,
2.18,,,,,,
2.91,,,,,,
2.34,,,,,,
2.21,,,,,,
2.72,,,,,,
2.37,,,,,,
5.41,,,,,,
11.01,,,,,,
11.04,,,,,,
9.54,,,,,,
7.97,,,,,,
9.06,,,,,,
8,,,,,,
8.96,,,,,,
8.1,,,,,,
9.34,,,,,,
11.33,,,,,,
10.78,,,,,,
11.39,,,,,,
10.66,,,,,,
10.27,,,,,,
11.23,,,,,,
12.61,,,,,,
10.59,,,,,,
11.84,,,,,,
11.39,,,,,,
12.42,,,,,,
13.63,,,,,,
15.17,,,,,,
14.21,,,,,,
14.66,,,,,,
14.94,,,,,,
16.35,,,,,,
14.72,,,,,,
14.62,,,,,,
14.18,,,,,,
14.66,,,,,,
14.5,,,,,,
14.4,,,,,,
16.64,,,,,,
23.14,,,,,,
23.81,,,,,,
19.3,,,,,,
17.76,,,,,,
17.47,,,,,,
17.02,,,,,,
10.94,,,,,,
2.56,,,,,,
2.34,,,,,,
2.62,,,,,,
2.43,,,,,,
3.23,,,,,,
2.37,,,,,,
2.69,,,,,,
2.46,,,,,,
2.4,,,,,,
2.37,,,,,,
3.17,,,,,,
2.5,,,,,,
2.34,,,,,,
2.53,,,,,,
2.53,,,,,,
2.43,,,,,,
2.53,,,,,,
3.1,,,,,,
2.5,,,,,,
2.59,,,,,,
2.46,,,,,,
2.46,,,,,,
2.46,,,,,,
2.43,,,,,,
2.46,,,,,,
2.91,,,,,,
2.82,,,,,,
2.43,,,,,,
2.3,,,,,,
2.43,,,,,,
2.46,,,,,,
2.59,,,,,,
2.43,,,,,,
2.53,,,,,,
2.4,,,,,,
3.17,,,,,,
2.5,,,,,,
2.34,,,,,,
2.4,,,,,,
2.37,,,,,,
2.56,,,,,,
2.53,,,,,,
2.43,,,,,,
2.34,,,,,,
3.2,,,,,,
2.56,,,,,,
3.97,,,,,,
4.45,,,,,,
4.38,,,,,,
4.22,,,,,,
4.16,,,,,,
4.32,,,,,,
4.22,,,,,,
4.29,,,,,,
8.86,,,,,,
11.01,,,,,,
16.48,,,,,,
17.7,,,,,,
15.62,,,,,,
15.87,,,,,,
26.46,,,,,,
27.55,,,,,,
29.18,,,,,,
29.06,,,,,,
27.52,,,,,,
27.14,,,,,,
26.91,,,,,,
26.62,,,,,,
26.75,,,,,,
28.74,,,,,,
30.4,,,,,,
27.71,,,,,,
27.52,,,,,,
27.55,,,,,,
28.42,,,,,,
27.36,,,,,,
29.6,,,,,,
31.3,,,,,,
30.91,,,,,,
30.05,,,,,,
29.92,,,,,,
31.46,,,,,,
30.18,,,,,,
29.95,,,,,,
29.09,,,,,,
30.21,,,,,,
16.48,,,,,,
13.31,,,,,,
9.34,,,,,,
9.06,,,,,,
7.23,,,,,,
7.1,,,,,,
6.27,,,,,,
12.32,,,,,,
11.33,,,,,,
11.87,,,,,,
8.16,,,,,,
3.17,,,,,,
3.36,,,,,,
3.84,,,,,,
3.46,,,,,,
3.2,,,,,,
3.1,,,,,,
3.33,,,,,,
3.23,,,,,,
3.81,,,,,,
3.23,,,,,,
3.2,,,,,,
3.33,,,,,,
3.07,,,,,,
3.33,,,,,,
3.17,,,,,,
3.52,,,,,,
3.74,,,,,,
3.07,,,,,,
3.23,,,,,,
3.14,,,,,,
3.2,,,,,,
3.3,,,,,,
3.1,,,,,,
3.71,,,,,,
3.39,,,,,,
3.2,,,,,,
3.3,,,,,,
3.23,,,,,,
3.14,,,,,,
3.23,,,,,,
3.17,,,,,,
3.49,,,,,,
3.84,,,,,,
3.26,,,,,,
3.17,,,,,,
3.1,,,,,,
3.62,,,,,,
3.3,,,,,,
3.26,,,,,,
3.26,,,,,,
3.26,,,,,,
3.23,,,,,,
3.78,,,,,,
3.3,,,,,,
3.2,,,,,,
3.2,,,,,,
3.2,,,,,,
3.74,,,,,,
3.1,,,,,,
3.3,,,,,,
3.1,,,,,,
4,,,,,,
3.01,,,,,,
13.09,,,,,,
17.09,,,,,,
16.48,,,,,,
19.52,,,,,,
14.46,,,,,,
14.08,,,,,,
12.96,,,,,,
14.18,,,,,,
24.51,,,,,,
25.89,,,,,,
27.9,,,,,,
26.98,,,,,,
24.93,,,,,,
26.91,,,,,,
29.92,,,,,,
30.24,,,,,,
30.05,,,,,,
29.54,,,,,,
29.7,,,,,,
27.36,,,,,,
29.34,,,,,,
29.6,,,,,,
27.39,,,,,,
26.66,,,,,,
25.34,,,,,,
21.79,,,,,,
21.47,,,,,,
13.44,,,,,,
9.73,,,,,,
8.99,,,,,,
7.78,,,,,,
7.49,,,,,,
8.42,,,,,,
8.32,,,,,,
8.77,,,,,,
9.63,,,,,,
10.11,,,,,,
14.3,,,,,,
11.46,,,,,,
10.75,,,,,,
7.39,,,,,,
2.91,,,,,,
2.85,,,,,,
3.49,,,,,,
2.69,,,,,,
2.75,,,,,,
2.78,,,,,,
2.69,,,,,,
3.46,,,,,,
2.66,,,,,,
2.66,,,,,,
2.69,,,,,,
2.75,,,,,,
2.62,,,,,,
2.69,,,,,,
3.3,,,,,,
2.94,,,,,,
2.62,,,,,,
2.62,,,,,,
2.66,,,,,,
2.69,,,,,,
2.78,,,,,,
2.62,,,,,,
3.46,,,,,,
2.53,,,,,,
2.72,,,,,,
2.72,,,,,,
2.78,,,,,,
2.66,,,,,,
2.59,,,,,,
2.72,,,,,,
3.36,,,,,,
2.72,,,,,,
2.59,,,,,,
2.56,,,,,,
2.88,,,,,,
2.75,,,,,,
2.59,,,,,,
2.66,,,,,,
2.53,,,,,,
3.01,,,,,,
3.17,,,,,,
2.5,,,,,,
2.72,,,,,,
2.62,,,,,,
2.75,,,,,,
2.72,,,,,,
2.69,,,,,,
2.56,,,,,,
2.59,,,,,,
3.52,,,,,,
2.53,,,,,,
2.62,,,,,,
2.62,,,,,,
2.53,,,,,,
2.85,,,,,,
4.29,,,,,,
5.28,,,,,,
4.35,,,,,,
10.88,,,,,,
9.22,,,,,,
8.16,,,,,,
8.67,,,,,,
7.9,,,,,,
8.74,,,,,,
10.18,,,,,,
10.98,,,,,,
9.98,,,,,,
8.32,,,,,,
10.27,,,,,,
11.26,,,,,,
11.23,,,,,,
11.97,,,,,,
11.33,,,,,,
12.74,,,,,,
13.34,,,,,,
13.57,,,,,,
13.28,,,,,,
9.28,,,,,,
10.88,,,,,,
14.27,,,,,,
17.76,,,,,,
15.97,,,,,,
17.6,,,,,,
16.35,,,,,,
14.72,,,,,,
15.23,,,,,,
12.83,,,,,,
14.78,,,,,,
12.22,,,,,,
11.97,,,,,,
10.02,,,,,,
9.44,,,,,,
9.82,,,,,,
8.38,,,,,,
3.14,,,,,,
4.35,,,,,,
3.94,,,,,,
4.06,,,,,,
3.55,,,,,,
3.49,,,,,,
3.65,,,,,,
3.46,,,,,,
4.67,,,,,,
3.94,,,,,,
3.62,,,,,,
3.39,,,,,,
3.81,,,,,,
3.94,,,,,,
3.97,,,,,,
3.9,,,,,,
4.54,,,,,,
3.74,,,,,,
3.94,,,,,,
3.78,,,,,,
3.68,,,,,,
4.03,,,,,,
3.97,,,,,,
3.97,,,,,,
3.9,,,,,,
3.87,,,,,,
4.54,,,,,,
4.26,,,,,,
3.62,,,,,,
3.84,,,,,,
3.58,,,,,,
4.1,,,,,,
4.13,,,,,,
4.74,,,,,,
3.68,,,,,,
3.74,,,,,,
3.46,,,,,,
4.1,,,,,,
4.35,,,,,,
3.97,,,,,,
3.62,,,,,,
4.22,,,,,,
4.45,,,,,,
4.26,,,,,,
3.52,,,,,,
3.52,,,,,,
4.35,,,,,,
4.26,,,,,,
3.74,,,,,,
3.65,,,,,,
4.54,,,,,,
4.9,,,,,,
4.51,,,,,,
4.58,,,,,,
4.74,,,,,,
5.18,,,,,,
5.09,,,,,,
4.48,,,,,,
5.54,,,,,,
9.57,,,,,,
11.87,,,,,,
11.39,,,,,,
13.12,,,,,,
26.34,,,,,,
26.14,,,,,,
25.79,,,,,,
27.07,,,,,,
27.65,,,,,,
29.12,,,,,,
28.03,,,,,,
31.55,,,,,,
30.18,,,,,,
32.13,,,,,,
32.8,,,,,,
34.05,,,,,,
32.26,,,,,,
31.42,,,,,,
32.45,,,,,,
33.98,,,,,,
33.22,,,,,,
33.22,,,,,,
31.97,,,,,,
30.11,,,,,,
30.11,,,,,,
30.21,,,,,,
30.56,,,,,,
29.28,,,,,,
30.3,,,,,,
29.22,,,,,,
14.75,,,,,,
16.8,,,,,,
15.01,,,,,,
15.17,,,,,,
14.94,,,,,,
11.2,,,,,,
10.69,,,,,,
10.27,,,,,,
10.5,,,,,,
10.3,,,,,,
4.06,,,,,,
4.93,,,,,,
4.16,,,,,,
4.93,,,,,,
3.9,,,,,,
4.64,,,,,,
4.67,,,,,,
4.19,,,,,,
4.32,,,,,,
4.8,,,,,,
4.96,,,,,,
3.65,,,,,,
5.89,,,,,,
3.68,,,,,,
4.22,,,,,,
5.31,,,,,,
3.78,,,,,,
5.89,,,,,,
4.42,,,,,,
5.41,,,,,,
6.11,,,,,,
4.77,,,,,,
5.66,,,,,,
6.18,,,,,,
5.41,,,,,,
5.06,,,,,,
6.59,,,,,,
4.99,,,,,,
5.5,,,,,,
9.09,,,,,,
9.31,,,,,,
11.1,,,,,,
12.8,,,,,,
14.82,,,,,,
14.24,,,,,,
10.72,,,,,,
17.95,,,,,,
14.3,,,,,,
15.2,,,,,,
20.06,,,,,,
12.83,,,,,,
16.48,,,,,,
18.11,,,,,,
15.2,,,,,,
16.45,,,,,,
18.14,,,,,,
16.29,,,,,,
15.36,,,,,,
18.11,,,,,,
18.02,,,,,,
14.5,,,,,,
16.93,,,,,,
16.16,,,,,,
18.5,,,,,,
13.7,,,,,,
17.09,,,,,,
26.43,,,,,,
27.55,,,,,,
23.14,,,,,,
29.92,,,,,,
29.89,,,,,,
26.98,,,,,,
25.41,,,,,,
23.62,,,,,,
22.94,,,,,,
20.16,,,,,,
21.7,,,,,,
21.41,,,,,,
20.42,,,,,,
10.21,,,,,,
14.66,,,,,,
20.83,,,,,,
22.46,,,,,,
22.37,,,,,,
20.64,,,,,,
20.9,,,,,,
19.81,,,,,,
20.86,,,,,,
20.74,,,,,,
20.7,,,,,,
20.86,,,,,,
21.54,,,,,,
21.7,,,,,,
21.41,,,,,,
20.61,,,,,,
20.54,,,,,,
19.74,,,,,,
20.54,,,,,,
19.39,,,,,,
19.97,,,,,,
20.51,,,,,,
20.45,,,,,,
20.29,,,,,,
19.87,,,,,,
21.66,,,,,,
20.8,,,,,,
21.5,,,,,,
23.39,,,,,,
22.91,,,,,,
23.07,,,,,,
12.22,,,,,,
7.81,,,,,,
6.72,,,,,,
6.37,,,,,,
6.78,,,,,,
7.3,,,,,,
6.85,,,,,,
5.7,,,,,,
6.3,,,,,,
7.46,,,,,,
6.27,,,,,,
6.53,,,,,,
6.18,,,,,,
7.68,,,,,,
5.5,,,,,,
6.46,,,,,,
7.07,,,,,,
6.69,,,,,,
5.57,,,,,,
7.87,,,,,,
5.73,,,,,,
6.46,,,,,,
7.01,,,,,,
6.24,,,,,,
6.18,,,,,,
7.17,,,,,,
6.4,,,,,,
5.92,,,,,,
8.38,,,,,,
22.5,,,,,,
25.54,,,,,,
25.89,,,,,,
24.51,,,,,,
26.69,,,,,,
24.61,,,,,,
24.64,,,,,,
26.66,,,,,,
24.54,,,,,,
26.21,,,,,,
24.99,,,,,,
24.54,,,,,,
29.28,,,,,,
24.38,,,,,,
28.7,,,,,,
25.25,,,,,,
27.39,,,,,,
29.47,,,,,,
26.46,,,,,,
26.24,,,,,,
28.58,,,,,,
27.26,,,,,,
29.5,,,,,,
27.3,,,,,,
28,,,,,,
27.39,,,,,,
26.82,,,,,,
25.38,,,,,,
26.59,,,,,,
26.4,,,,,,
23.07,,,,,,
34.08,,,,,,
35.94,,,,,,
35.62,,,,,,
36.29,,,,,,
38.14,,,,,,
37.92,,,,,,
37.5,,,,,,
36.93,,,,,,
38.46,,,,,,
38.05,,,,,,
38.08,,,,,,
40.58,,,,,,
37.18,,,,,,
36.83,,,,,,
37.12,,,,,,
38.75,,,,,,
38.11,,,,,,
35.87,,,,,,
34.5,,,,,,
34.53,,,,,,
34.37,,,,,,
34.3,,,,,,
35.39,,,,,,
36.06,,,,,,
33.89,,,,,,
35.94,,,,,,
35.94,,,,,,
35.01,,,,,,
21.28,,,,,,
19.84,,,,,,
21.6,,,,,,
20.06,,,,,,
22.05,,,,,,
11.26,,,,,,
6.5,,,,,,
11.42,,,,,,
13.22,,,,,,
14.24,,,,,,
13.79,,,,,,
16.22,,,,,,
16.93,,,,,,
16.54,,,,,,
17.25,,,,,,
15.42,,,,,,
15.97,,,,,,
15.04,,,,,,
16.93,,,,,,
15.84,,,,,,
14.94,,,,,,
16.29,,,,,,
16.1,,,,,,
16.16,,,,,,
15.2,,,,,,
16.35,,,,,,
16.16,,,,,,
15.87,,,,,,
16.9,,,,,,
17.6,,,,,,
17.22,,,,,,
15.87,,,,,,
16.99,,,,,,
16.99,,,,,,
16.06,,,,,,
17.47,,,,,,
16.67,,,,,,
16.22,,,,,,
17.31,,,,,,
17.02,,,,,,
16.74,,,,,,
16.22,,,,,,
17.25,,,,,,
16.67,,,,,,
16.54,,,,,,
17.5,,,,,,
15.97,,,,,,
17.12,,,,,,
16.86,,,,,,
15.84,,,,,,
18.3,,,,,,
16,,,,,,
16.38,,,,,,
17.18,,,,,,
15.07,,,,,,
16.26,,,,,,
16.29,,,,,,
15.9,,,,,,
15.68,,,,,,
16.8,,,,,,
14.88,,,,,,
15.65,,,,,,
15.52,,,,,,
17.18,,,,,,
17.54,,,,,,
18.69,,,,,,
18.62,,,,,,
19.26,,,,,,
18.82,,,,,,
17.95,,,,,,
16.19,,,,,,
15.97,,,,,,
16.26,,,,,,
16.29,,,,,,
15.58,,,,,,
16.29,,,,,,
11.71,,,,,,
12,,,,,,
10.24,,,,,,
10.98,,,,,,
11.17,,,,,,
15.74,,,,,,
11.58,,,,,,
7.33,,,,,,
12.8,,,,,,
